Checklist,Clause,Req Name,Details,Project ID,Verification Method
521,6.19.4.1,Width Position,"In width: the distance between the inner edges of the apparent surfaces in the direction of the reference axes shall not be less than 600 mm.
This distance may be reduced to 400 mm where the overall width of the vehicle is less than 1,300 mm.",SRP8-012,Inspection
522,6.19.4.2,Height Position,"In height: above the ground not less than 250 mm nor more than 1,500 mm.",SRP8-012,Inspection
523,6.19.4.3,Length Position,In length: at the front of the vehicle. This requirement shall be deemed to be satisfied if the light emitted does not cause discomfort to the driver either directly or indirectly through the devices for indirect vision and/or other reflecting surfaces of the vehicle.,SRP8-012,Demonstration
524,6.19.5,Geometric restrictions,"Geometric visibility
Horizontal: outwards 20° and inwards 20°.
Vertical: upwards 10° and downwards 10°.",SRP8-012,Inspection
525,6.19.6,Orientation,Towards the front.,SRP8-012,Inspection
526,6.19.7.1,Electrical connections for automation of lamp,"The daytime running lamps shall be switched ON automatically when the device, which starts and/or stops the engine (propulsion system), is set in a position which makes it possible for the engine (propulsion system) to operate. However, the daytime running lamps may remain OFF while the following conditions exist:",SRP8-012,Test
527,6.19.7.1.1,Electrical connections for automation of lamp conditions,The automatic transmission control is in the park position; or,SRP8-012,Demonstration
528,6.19.7.1.2,Electrical connections for automation of lamp conditions,. The parking brake is in the applied position; or,SRP8-012,Demonstration
529,6.19.7.1.3,Electrical connections for automation of lamp conditions,Prior to the vehicle being set in motion for the first time after each manual activation of the propulsion system.,SRP8-012,Demonstration
530,6.19.7.2,Further electrical connection considerations,The daytime running lamps may be switched OFF manually when the vehicle speed does not exceed 10 km/h provided they switch ON automatically when the vehicle speed exceeds 10 km/h or when the vehicle has travelled more than 100 m and they remain ON until deliberately switched off again.,SRP8-012,Test
531,6.19.7.3,Further electrical connection considerations,"The daytime running lamp shall switch OFF automatically when the device which starts and/or stops the engine (propulsion system) is set in a position which makes it impossible for the engine (propulsion system) to operate or the front fog lamps or headlamps are switched ON, except when the latter are used to give intermittent luminous warnings at short intervals.16",SRP8-012,Test
532,6.19.7.4,Further electrical connection considerations,"The lamps referred to in paragraph 5.11. may be switched ON when the daytime running lamps are switched ON, except if daytime running lamps are operating according to paragraph 6.2.7.6.2., where at least the rear position lamps shall be activated.",SRP8-012,Analysis
533,6.19.7.5,Further electrical connection considerations,"If the distance between the front direction-indicator lamp and the daytime running lamp is equal or less than 40 mm, the electrical connections of the daytime running lamp on the relevant side of the vehicle may be such that either:
(a) It is switched OFF; or
(b) Its luminous intensity is reduced during the entire period (both ON and OFF cycle) of activation of a front direction-indicator lamp.",SRP8-012,Test
534,6.19.7.6,Further electrical connection considerations,"If a direction-indicator lamp is reciprocally incorporated with a daytime running lamp, the electrical connections of the daytime running lamp on the relevant side of the vehicle shall be such that the daytime running lamp is switched OFF during the entire period (both ON and OFF cycle) of activation of the direction-indicator lamp.",SRP8-012,Test
535,6.19.8,Tell tale,"Closed-circuit tell-tale optional, however a tell-tale indicating failure is mandatory if required by the component regulation.",SRP8-012,Inspection
